,depth,element,height,parentNode,text,width,x,xpath,y,attributes.charset,attributes.content,attributes.name,attributes.href,attributes.rel,attributes.sizes,attributes.itemprop,attributes.class,attributes.id,attributes.aria-label,attributes.style,attributes.data-ogsr-up,attributes.target,attributes.height,attributes.viewBox,attributes.width,attributes.xmlns,attributes.jsaction,attributes.jscontroller,attributes.jsdata,attributes.aria-controls,attributes.aria-expanded,attributes.aria-haspopup,attributes.data-ved,attributes.jsname,attributes.role,attributes.tabindex,attributes.aria-hidden,attributes.alt,attributes.src,attributes.enable-background,attributes.focusable,attributes.ping,attributes.action,attributes.data-submitfalse,attributes.method,attributes.jsmodel,attributes.type,attributes.aria-autocomplete,attributes.autocapitalize,attributes.autocomplete,attributes.autocorrect,attributes.maxlength,attributes.spellcheck,attributes.title,attributes.value,attributes.data-input-has-text,attributes.data-view-type,attributes.data-is-ios-gsa,attributes.data-async-context,attributes.data-async-context-required,attributes.data-async-type,attributes.data-jiis,attributes.aria-current,attributes.data-hveid,attributes.data-short-label,attributes.data-spl,attributes.data-sokoban-container,attributes.data-header-feature,attributes.data-atf,attributes.data-frt,attributes.aria-level,attributes.data-content-feature,attributes.data-restore,attributes.data-ss,attributes.data-uss,attributes.jsshadow,attributes.jsslot,price,attributes.data-babe,attributes.data-cgae,attributes.data-cuc,attributes.aria-disabled,attributes.aria-pressed,attributes.data-alert-message,attributes.data-cid,attributes.data-scr,attributes.data-enable-product-traversal,attributes.data-ft,attributes.data-num-of-products,attributes.data-serialized-chip-data-in-stick-param,attributes.data-sti,attributes.data-stick-param,attributes.data-enable-reviews-cache,attributes.data-feature-type,attributes.data-gl,attributes.data-ipn,attributes.data-pge,attributes.data-ppn,attributes.data-async-trigger,attributes.decode-data-ved,attributes.data-focus,attributes.data-gid,attributes.data-iid,attributes.data-index,attributes.data-mid,attributes.data-oid,attributes.data-pid,attributes.data-pvf,attributes.data-pvt,attributes.data-rds,attributes.data-siid,attributes.data-spdr,attributes.data-upa,attributes.data-vc,attributes.data-vsc,attributes.data-is-hidden,attributes.data-src,attributes.data-deferred,attributes.aria-live,attributes.data-async-rclass,attributes.data-initq,attributes.data-it,attributes.data-qc,attributes.data-bs,attributes.data-sgrd,attributes.data-lk,attributes.data-q,attributes.data-uda,attributes.data-md,attributes.data-attrid,attributes.data-veid,attributes.data-async-fc,attributes.data-async-fcv,attributes.data-async-ons,attributes.aria-valuetext,attributes.data-count,attributes.data-iu,attributes.data-h,attributes.data-nr,attributes.data-docid,attributes.data-lpage,attributes.data-bla,attributes.data-id,attributes.aria-labelledby,attributes.__is_owner,attributes.jsowner,attributes.data-dc,attributes.data-dw,attributes.data-ex_istate,attributes.data-m_r,attributes.data-m_t,attributes.data-rc_q,attributes.data-rc_ui,attributes.data-ru_gwp,attributes.data-ru_q,attributes.data-trex_id,attributes.data-d,attributes.data-sp,attributes.data-pfp,attributes.data-ad-tracking-url,attributes.data-enable-scroll-snap,attributes.data-ludocid,attributes.data-page-horizontal-margin,attributes.data-prefetch-phdesc,attributes.data-query-intent,attributes.data-rc_f,attributes.data-rc_ludocids,attributes.data-ru_lqi,attributes.data-ru_phdesc,attributes.data-lkt,attributes.data-lqi,attributes.data-cpi,attributes.data-phdesc,attributes.data-url,attributes.data-p,attributes.data-f,attributes.data-fm,attributes.data-br,attributes.data-lob,attributes.data-o,attributes.data-e,attributes.data-i,attributes.data-nc,attributes.data-fc,attributes.data-sd,attributes.data-xu-flt-unit,attributes.data-u,attributes.data-ei,attributes.data-ucsi,attributes.data-pcs,attributes.data-biw,attributes.data-eom-state,attributes.data-dismiss,attributes.data-bucket,attributes.data-psd-ssc,attributes.data-mobile,attributes.eid,attributes.data-ei-async,attributes.data-clcm,attributes.data-clim,attributes.data-clmach,attributes.data-clmacw,attributes.data-clmich,attributes.data-clmicw,attributes.data-clmnc,attributes.data-clpar,attributes.data-clpmcw,attributes.data-txh,attributes.data-cidx
226,19,DIV,27.0,A.cz3goc.BmP5tf,Long Lash Lengthening Mascara | Eyes | Tarte Cosmetics,1003.0,16.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[1]/div/a/div[2],201.0,,,,,,,,oewGkc LeUQr MUxGbd v0nnCb,,,,,,,,,,,,,,,,,,heading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,20,DIV,26.0,DIV.oewGkc.LeUQr.MUxGbd.v0nnCb,Long Lash Lengthening Mascara | Eyes | Tarte Cosmetics,1003.0,16.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[1]/div/a/div[2]/div,202.0,,,,,,,,q8U8x MBeuO ynAwRc oewGkc LeUQr,,,,,,,,,,,,,,,,,,link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,18,DIV,0.0,DIV.P8ujBc.v5yQqb.jqWpsc,,1035.0,0.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[1]/div/div,239.0,,,,,,,,,,,,,,,,,,,exgaYe,l7Bhpb;_;AQkWto,,,,2ahUKEwjk_cfe5v73AhU-iI4IHWiDCZwQ2esEegQIExAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,19,DIV,0.0,DIV,,1035.0,0.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[1]/div/div/div,239.0,,,,,,,,,,,,,,,,,,KyPa0e:RvIhPd;wjOG7e:edHC5b;al5F3e:edHC5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,20,DIV,48.0,DIV,,48.0,986.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[1]/div/div/div/div,155.0,,,,,,,,iTPLzd lUn2nc cB4NFc Aajd3,,About this Result,position:absolute,,,,,,,RvIhPd,,,,,,,I3kE2c,button,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,21,SPAN,22.0,DIV.iTPLzd.lUn2nc.cB4NFc.Aajd3,,22.0,1002.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[1]/div/div/div/div/span,171.0,,,,,,,,D6lY4c,,,,,,,,,,,,,,,,,czHhOd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,22,SPAN,18.0,SPAN.D6lY4c,,18.0,1004.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[1]/div/div/div/div/span/span,173.0,,,,,,,,xTFaxe IjabWd z1asCe SaPW2b,,,height:18px;line-height:18px;width:18px,,,,,,,,,,,,,,Bil8Ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,23,svg,18.0,SPAN.xTFaxe.IjabWd.z1asCe.SaPW2b,,18.0,1004.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[1]/div/div/div/div/span/span/svg,173.0,,,,,,,,,,,,,,,0 0 24 24,,http://www.w3.org/2000/svg,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,20,SPAN,0.0,DIV,,0.0,0.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[1]/div/div/div/span,239.0,,,,,,,,,,,,,,,,,,,,l7Bhpb;_;AQkWt4 cECq7c;_;AQkWt8,,,,2ahUKEwjk_cfe5v73AhU-iI4IHWiDCZwQh-4GegQIExAG,zOVa8,,,,,,,,,,,,QaFSEb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,18,SPAN,0.0,DIV.P8ujBc.v5yQqb.jqWpsc,,0.0,0.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[1]/div/span,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,16,DIV,116.0,DIV.jtfYYd,"Find highly rated mascara at tarte cosmetics! We carry lengthening & volumizing mascara for long lashes & curl, plus waterproof & longwear options. Pick one!",1035.0,0.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[2],233.0,,,,,,,,NJo7tc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,17,DIV,108.0,DIV.NJo7tc,"Find highly rated mascara at tarte cosmetics! We carry lengthening & volumizing mascara for long lashes & curl, plus waterproof & longwear options. Pick one!",883.0,16.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[2]/div[1],235.0,,,,,,,,Z26q7c uUuwM,,,margin-top:2px;margin-right:8px;margin-left:16px;margin-bottom:6px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,18,DIV,41.0,DIV.Z26q7c.uUuwM,"Find highly rated mascara at tarte cosmetics! We carry lengthening & volumizing mascara for long lashes & curl, plus waterproof & longwear options. Pick one!",883.0,16.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[2]/div[1]/div,235.0,,,,,,,,VwiC3b MUxGbd yDYNvb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,17,DIV,104.0,DIV.NJo7tc,,104.0,915.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[2]/div[2],239.0,,,,,,,,Z26q7c,,,margin-top:6px;margin-right:16px;margin-left:8px;margin-bottom:6px;flex-basis:104px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,18,A,104.0,DIV.Z26q7c,,104.0,915.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[2]/div[2]/a,239.0,,,,https://tartecosmetics.com/shop/makeup/eyes/mascara/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/url?sa=t&source=web&rct=j&url=https://tartecosmetics.com/shop/makeup/eyes/mascara/&ved=2ahUKEwjk_cfe5v73AhU-iI4IHWiDCZwQqa4BegQIFxAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,19,DIV,104.0,A,,104.0,915.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[2]/div[2]/a/div,239.0,,,,,,,,LicuJb uhHOwf BYbUcd,,,border-radius:8px;height:104px;width:104px,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,20,IMG,104.0,DIV.LicuJb.uhHOwf.BYbUcd,,104.0,915.0,//*[@id='dimg_1'],239.0,,,,,,,,,dimg_1,,,,,,,,,,,,,,,,,,,,tarte mascara from tartecosmetics.com,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIANAA0AMBIgACEQEDEQH/xAAcAAEAAwEBAQEBAAAAAAAAAAAABAYHBQMCCAH/xABHEAABAwIEAwIICQcNAAAAAAAAAQIDBBEFBhIhBzFBE1EUIjQ1YXOBshYjMjNScbHR8AgVYnKRocEXJCU3QnR1hJKis7Th/8QAGQEBAQEBAQEAAAAAAAAAAAAAAAECAwQF/8QAIREBAQACAwAABwAAAAAAAAAAAAECERIhMQMUIzJBUfD/2gAMAwEAAhEDEQA/ANpABVAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAFO4j5gq8Dw+CPDZY2VU71RHPS9kRFXl7PxzJmR8ekxrCY31b2OqU2erL25ekCygAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAyTi4+R+JUrLuVEVyIl9vkO9P3EzhM6RlMrbrp+jb8fYRuK7V/OVM5WO0q56alVbfNu5f8AhL4XNckC7OtbryIjTe4BAVQAAAAAAAAAAAAAAAAAAAAAAAAAAAABkvFhjfzjA7Qy+t3jIqXX4p/o/HeTuFzUSBVRG8uikfi3DorKR9401ueqJyd80/8AS/h+3ZFn8MIFZQo+7Vvt4v4/gRGi/cACqAAAAAAAAAAAAAAAAAAAAAB8vejGuc6yIiXVV6IfRz8w6FwLEEk7JWeDvukyLoXbrbdU+oDlfD3LHYJM3FYnMVL3ainl/KNlNL6sXjaic1VrvuMTcq/B9mtV1aU+cgW/+q1iva7NXd17d+3t+8aR+s4Jo6iCOeB2qORqOYvei8j0K1kJ8q5eoEmWdXeDsv4Qqa02/R2LLyCsw43VlRDhzo4ZNDYqF9QniNXx+3hivun0ZHp7VHBPEqjEMuqtXIkjmTuY1UY1u3PoiEfjh5DXJ9HC2fvq4vuIvAB18Cqk+jW2/wBqERsIP4f0qgAAAAAAAAAAAAAAAAAAAAAcHNmY6HAqTsql6eFVUb0pYlRbSOanJXIi25od4yrjX5zy39dR9jQKRO+pwzK7KCrw2WNqsRGzrK2ypbuRSo9tEjbXani25mn5uhoJ8HoW1sjYmdn4zll0Kmy8tlut7JbYz9tPl6SkfeV0U7HORvx6Xe1VdZeW9kRu3XUNo3ThnmTDcZoY6SmmR1bTUzO2jai2b02VU35F3Pz/AMCt8Txa6W+Ij29rjTs149iGG5swnDaaZrKWppppZU0IrlVlrWVb259xm5cZtYrPHBf5nXf4Wz/txET8n/zDVf31PdQsHEzD6aqypXV9QkkszaNUTW6yKiKkiJZLf2kRfYTuH2B0OGZfhkoGPhWZrZpEa66K/Sm+5w+Zwa4VdQU3LmYa6ozbmDDa2XtKWk7DwdNCIrdbLuuqc9y5dEtyO+N5SVnWgAGgAAAAAAAAAAAAAAAAAAAyvjZ5flv9ef7GGqGVcbfL8t/r1H2MAq+fmudgNKrGqqNju5UTkneZi7mbVjjKOpyzJC7tY6laF7dVrscm269UtsZJW4VUUdKlRM+FGLLoa1krXq7ZVullvZLW3tzTv2zubNL9wL854v6iL3nFv4l1zKHPWWJJGvVJIZ4fFZfdysT+JUOBXnLF/URe84tXFukqa3NGXYKKs8Emkp6lGSJ3ose3tGfeNhPXf4mbZHxNGqlkpXIu/wCipKyTX0c+Cw0sNTE+pp6ePtokemqO7drp0KVmRczNy5ijMXgpUo1w96PRFRH9pZER/eqWve9uhzMgVuYcZldW5fp46dGQMpnvfH4jkb1Veq8+R4J8Lq9u3Jast/1g5r/yv/GhpJlWQm17c4Zn/OskclWq06vWNulPk7WTptY1U93w5rCRyvoADaAAAAAAAAAAAAAAAAAAAGV8bvLctfr1H2MNUMq43eW5a9ZUe6wDkYzBPU4VGtLJLC6OBXPkYiORUW1muavNF+v2Gc5kVkjaSS8cj/Ha+RkqyctNmqq77XVURy6k1WvZGmn4lWVPwadTtp4pKRsGqWR0jI3xJ9JrlVOtrmfZx0rRwSSQ1Uczqh2lXxtbGqaG6lRzVs9VuxUciJsvXpyyv1F10s3Arzli/qIvecWri7iTsLzblGoZB2zndvGkaP03Vyxpz6cyq8C/OWL+pi95x2vygIFmxDLjkmji0JUKskjtKJbQvP2G8pLLKzK8M90WN43TYxNiUstPR4cy6U8cjuykVGu26a1u1Lrty9O1wwiqlociwVqRJJFT0jZdDXujVVa3q5OaeixX8wT41Bkd0OIT06dtRuexrYnSLKnZoq7oqIm7nbqnTmpFwBmbZ8Dp6HDaRJKdKZsjKiRyo1FcllTxlstvqVEPFZvq+OqRwyxKfF8x5jxCqp/BpZ3U94kuqJZlktffkiKa6ZJw1pKzD8yZio8RqUqamJaVrpUTn4l0T2ItvYa2e3HyOYADQAAAAAAAAAAAAAAAAAAAZVxv8sy16yo91hqplfG/y3LPrKj3WCCv4s+ibh8Tqxz2Sdl8Q5r9CauqKqejl0KdnaiZTLRLDBUNjXWnaOYjWO5LZGpsjvlXsiX2Ut+YayldgtJQ1tGx6SokTKiNdEkerv6OS/Rf2lKx2spnYJS0LMTnrJqapdpY6NzGtZpt4yLdNSLZEVq8r3OWU1ntd9LbwK844v6mL3nFr4z0EeJ4xlWkqNXZzVEjHK3nayfcVTgV5xxj1MXvOLrxbjfLimWIol0ulqZI7ozWqIrN7JdN/sN5eVI6Oa4YEyPiLaZFdFHTuhY/XrVyMavX69RJyDVQ/BGiXtWeTtuiqiLy9Jzcz5eocKyBLRtSWbwelf2fbv1WXdVXZLX9m3Qi5axWGiyjTQ0UsUmJ1kDY6WkWyrrVLa+/T1XpsfPuO7/fp2/DyyRVxVuds3zU7kdH4RTsv3q1ulf3opqBlPDuhjwzM2YqKJrUbCtI11t9Tuz8ZVWyXVVutzVu89+H2zTjQAGwAAAAAAAAAAAAAAAAAAAyvjffwzLap0fUfYw1QpXEnK1fmNuGy4c+DtKJ0jnMldbWjkRNl9gRk+dHf0VTInchQHGs4/k3MGJUcUENHEisTdXTtsVpOF2anLbwekT66hPuFHb4FpbEcX9TF7zi/cTlVuN5SkRL2rnbJ18RTi8Ncn1+WZayfEJIddRGxiMjdqtpVVVb+0uOdMvVeM1GD1NE+JFw6p7ZzXrZXt0qlkXv3MZTeNWImfpKqbJ9YkMTImrTuu6oW67JyRqei/XpyOXwty1Dh2DMxNr3VNZVRN+NqN1hbb5LfQd3MPb4ngVRh8FIscj41YirI1Gptbop8ZYWrwfBaahnolfLDGjHOZM3Sqoluqnj45zqR03Ffyaj0zvm1JNWvt6a+pbr83zNN6qUbL2D1FFmDGMTqHMRMSlhVsTFVdCMbp3W3NeZefSezCaxkcwAGwAAAAAAAAAAAAAAAAAAAAARZqGN+7F0KvcRlw+ZF2Vi+m50wBBgodK6pVRy3vpQnW9oAEWWhjdu27V9J4Lh712SRlu86NwBEgomxqjpFVzkW6W5EvrcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA//9k=",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,16,DIV,32.0,DIV.jtfYYd,"Sugar rush™ lights, camera...Mini sugar rush™ lights...Sugar rush™ travel-size lights...Travel-size gifted...",1035.0,0.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[3],355.0,,,,,,,,NJo7tc Z26q7c,,,margin-top:6px;margin-bottom:12px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,17,DIV,32.0,DIV.NJo7tc.Z26q7c,"Sugar rush™ lights, camera...Mini sugar rush™ lights...Sugar rush™ travel-size lights...Travel-size gifted...",1035.0,0.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[3]/div,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,18,DIV,32.0,DIV,"Sugar rush™ lights, camera...Mini sugar rush™ lights...Sugar rush™ travel-size lights...Travel-size gifted...",1035.0,0.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[3]/div/div,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,19,DIV,32.0,DIV,"Sugar rush™ lights, camera...Mini sugar rush™ lights...Sugar rush™ travel-size lights...Travel-size gifted...",1035.0,0.0,//*[@id='rso']/div[1]/div/div/div[1]/div/div/div/div[3]/div/div/div,355.0,,,,,,,,,,,,,,,,,,rcuQ6b:npT2md,KP4k7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,20,G-SCROLLING-CAROUSEL,32.0,DIV,"Sugar rush™ lights, camera...Mini sugar rush™ lights...Sugar rush™ travel-size lights...Travel-size gifted...",1051.0,-8.0,//*[@id='_G06QYqSEGr6QuvQP6Iam4Ak22'],355.0,,,,,,,,fjqoab,_G06QYqSEGr6QuvQP6Iam4Ak22,,,,,,,,,OaAmdd:EDKYjb;JnGzAc:aJ8u7;qVN0Rc:nnsrCf;EormBc:HFYvKc;gEKQDb:yUtVib;keydown:uYT2Vb;rcuQ6b:npT2md;lnkFzb:jCOVSe,pgCXqb,JcTXNb;_;AQkWtk,,,,,kVgvCc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,21,DIV,52.0,G-SCROLLING-CAROUSEL#_G06QYqSEGr6QuvQP6Iam4Ak22.fjqoab,"Sugar rush™ lights, camera...Mini sugar rush™ lights...Sugar rush™ travel-size lights...Travel-size gifted...",1051.0,-8.0,//*[@id='_G06QYqSEGr6QuvQP6Iam4Ak22']/div,355.0,,,,,,,,mR2gOd Y3nRse,,,overflow-x: auto;,,,,,,,t3L5Dd:OR1BUb,,,,,,2ahUKEwjk_cfe5v73AhU-iI4IHWiDCZwQqbkBegQIGBAA,haAclf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBgQAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,22,DIV,32.0,DIV.mR2gOd.Y3nRse,"Sugar rush™ lights, camera...Mini sugar rush™ lights...Sugar rush™ travel-size lights...Travel-size gifted...",1051.0,-8.0,//*[@id='_G06QYqSEGr6QuvQP6Iam4Ak22']/div/div[1],355.0,,,,,,,,EDblX m8vZ3d,,,padding-left:24px,,,,,,,,,,,,,,s2gQvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
