index,Fields,Values
recipe.3.17,missedIngredientCount,2
recipe.3.18,missedIngredientCount,2
recipe.3.19,missedIngredientCount,4
recipe.3.20,missedIngredientCount,4
recipe.3.21,missedIngredientCount,4
recipe.3.22,missedIngredientCount,4
recipe.3.23,missedIngredientCount,4
recipe.3.24,missedIngredientCount,4
recipe.4.1,type,missed_ingredient
recipe.4.2,type,missed_ingredient
recipe.4.3,type,used_ingredient
recipe.4.4,type,missed_ingredient
recipe.4.5,type,missed_ingredient
recipe.4.6,type,missed_ingredient
recipe.4.7,type,used_ingredient
recipe.4.8,type,missed_ingredient
recipe.4.9,type,missed_ingredient
recipe.4.10,type,used_ingredient
recipe.4.11,type,missed_ingredient
recipe.4.12,type,missed_ingredient
recipe.4.13,type,missed_ingredient
recipe.4.14,type,used_ingredient
recipe.4.15,type,missed_ingredient
recipe.4.16,type,missed_ingredient
recipe.4.17,type,used_ingredient
recipe.4.18,type,used_ingredient
recipe.4.19,type,missed_ingredient
recipe.4.20,type,missed_ingredient
recipe.4.21,type,missed_ingredient
recipe.4.22,type,missed_ingredient
recipe.4.23,type,used_ingredient
recipe.4.24,type,used_ingredient
recipe.5.1,aisle,"Nut butters, Jams, and Honey"
recipe.5.2,aisle,Spices and Seasonings
recipe.5.3,aisle,Cereal
recipe.5.4,aisle,Produce
recipe.5.5,aisle,"Milk, Eggs, Other Dairy"
recipe.5.6,aisle,Nuts
recipe.5.7,aisle,Cereal
recipe.5.8,aisle,Spices and Seasonings
recipe.5.9,aisle,Dried Fruits;Produce;Baking
recipe.5.10,aisle,Produce
recipe.5.11,aisle,"Milk, Eggs, Other Dairy"
recipe.5.12,aisle,Cereal
recipe.5.13,aisle,"Milk, Eggs, Other Dairy"
recipe.5.14,aisle,Produce
recipe.5.15,aisle,Produce
recipe.5.16,aisle,"Milk, Eggs, Other Dairy"
recipe.5.17,aisle,Produce
recipe.5.18,aisle,Cereal
recipe.5.19,aisle,Spices and Seasonings
recipe.5.20,aisle,Produce;Ethnic Foods;Spices and Seasonings
recipe.5.21,aisle,Baking
recipe.5.22,aisle,Spices and Seasonings
recipe.5.23,aisle,Produce
recipe.5.24,aisle,Cereal
recipe.6.1,usedIngredientCount,1
recipe.6.2,usedIngredientCount,1
recipe.6.3,usedIngredientCount,1
recipe.6.4,usedIngredientCount,1
recipe.6.5,usedIngredientCount,1
recipe.6.6,usedIngredientCount,1
recipe.6.7,usedIngredientCount,1
recipe.6.8,usedIngredientCount,1
recipe.6.9,usedIngredientCount,1
recipe.6.10,usedIngredientCount,1
recipe.6.11,usedIngredientCount,1
recipe.6.12,usedIngredientCount,1
recipe.6.13,usedIngredientCount,1
recipe.6.14,usedIngredientCount,1
recipe.6.15,usedIngredientCount,2
recipe.6.16,usedIngredientCount,2
recipe.6.17,usedIngredientCount,2
recipe.6.18,usedIngredientCount,2
recipe.6.19,usedIngredientCount,2
recipe.6.20,usedIngredientCount,2
recipe.6.21,usedIngredientCount,2
recipe.6.22,usedIngredientCount,2
recipe.6.23,usedIngredientCount,2
recipe.6.24,usedIngredientCount,2
recipe.7.1,title,Blueberry Cinnamon Porridge
recipe.7.2,title,Blueberry Cinnamon Porridge
recipe.7.3,title,Blueberry Cinnamon Porridge
recipe.7.4,title,Mixed Berry Yogurt with Almonds
recipe.7.5,title,Mixed Berry Yogurt with Almonds
recipe.7.6,title,Mixed Berry Yogurt with Almonds
recipe.7.7,title,Mixed Berry Yogurt with Almonds
recipe.7.8,title,Baked Cinnamon Apple Slices
recipe.7.9,title,Baked Cinnamon Apple Slices
recipe.7.10,title,Baked Cinnamon Apple Slices
recipe.7.11,title,Swiss Bircher Muesli
recipe.7.12,title,Swiss Bircher Muesli
recipe.7.13,title,Swiss Bircher Muesli
recipe.7.14,title,Swiss Bircher Muesli
recipe.7.15,title,Cranberry Apple Crisp
recipe.7.16,title,Cranberry Apple Crisp
recipe.7.17,title,Cranberry Apple Crisp
recipe.7.18,title,Cranberry Apple Crisp
recipe.7.19,title,Cranberry-Ginger Oatmeal With Toasted Hazelnuts
recipe.7.20,title,Cranberry-Ginger Oatmeal With Toasted Hazelnuts
recipe.7.21,title,Cranberry-Ginger Oatmeal With Toasted Hazelnuts
recipe.7.22,title,Cranberry-Ginger Oatmeal With Toasted Hazelnuts
recipe.7.23,title,Cranberry-Ginger Oatmeal With Toasted Hazelnuts
recipe.7.24,title,Cranberry-Ginger Oatmeal With Toasted Hazelnuts
recipe.8.1,name,blueberry jam
recipe.8.2,name,cinnamon
recipe.8.3,name,oats
recipe.8.4,name,berries
recipe.8.5,name,plain greek yogurt
recipe.8.6,name,whole almonds
recipe.8.7,name,oats
recipe.8.8,name,cinnamon
recipe.8.9,name,raisins
recipe.8.10,name,apples
recipe.8.11,name,milk
recipe.8.12,name,muesli
recipe.8.13,name,skim vanilla yoghurt
recipe.8.14,name,apple
recipe.8.15,name,granny smith apples
recipe.8.16,name,unsalted butter
recipe.8.17,name,cranberries
recipe.8.18,name,oats
recipe.8.19,name,cinnamon stick
recipe.8.20,name,fresh ginger root
recipe.8.21,name,hazelnuts
recipe.8.22,name,nutmeg
recipe.8.23,name,cranberries
recipe.8.24,name,rolled oats
recipe.9.1,unit,tbsp
recipe.9.2,unit,teaspoon
recipe.9.3,unit,g
recipe.9.4,unit,cup
recipe.9.5,unit,cup
recipe.9.6,unit,
recipe.9.7,unit,cup
recipe.9.8,unit,tablespoons
recipe.9.9,unit,cup
recipe.9.10,unit,
recipe.9.11,unit,cup
recipe.9.12,unit,cup
recipe.9.13,unit,tablespoons
recipe.9.14,unit,
recipe.9.15,unit,cups
recipe.9.16,unit,Tbs
recipe.9.17,unit,cups
recipe.9.18,unit,cups
recipe.9.19,unit,
recipe.9.20,unit,inch
recipe.9.21,unit,cup
recipe.9.22,unit,teaspoon
recipe.9.23,unit,cup
recipe.9.24,unit,cup
recipe.10.1,amount,1.0
recipe.10.2,amount,1.0
recipe.10.3,amount,30.0
recipe.10.4,amount,1.0
recipe.10.5,amount,1.0
recipe.10.6,amount,10.0
recipe.10.7,amount,0.25
recipe.10.8,amount,1.5
recipe.10.9,amount,0.5
recipe.10.10,amount,4.0
recipe.10.11,amount,0.5
recipe.10.12,amount,0.5
recipe.10.13,amount,3.0
recipe.10.14,amount,1.0
recipe.10.15,amount,4.0
recipe.10.16,amount,4.0
recipe.10.17,amount,2.0
recipe.10.18,amount,1.5
recipe.10.19,amount,1.0
recipe.10.20,amount,1.0
recipe.10.21,amount,0.25
recipe.10.22,amount,0.25
recipe.10.23,amount,0.5
recipe.10.24,amount,0.5
