Index,Fields,Values
1.1.7,title,Blueberry Cinnamon Porridge
1.2.7,title,Blueberry Cinnamon Porridge
1.3.7,title,Blueberry Cinnamon Porridge
1.4.7,title,Mixed Berry Yogurt with Almonds
1.5.7,title,Mixed Berry Yogurt with Almonds
1.6.7,title,Mixed Berry Yogurt with Almonds
1.7.7,title,Mixed Berry Yogurt with Almonds
1.8.7,title,Baked Cinnamon Apple Slices
1.9.7,title,Baked Cinnamon Apple Slices
1.10.7,title,Baked Cinnamon Apple Slices
1.11.7,title,Swiss Bircher Muesli
1.12.7,title,Swiss Bircher Muesli
1.13.7,title,Swiss Bircher Muesli
1.14.7,title,Swiss Bircher Muesli
1.15.7,title,Cranberry Apple Crisp
1.16.7,title,Cranberry Apple Crisp
1.17.7,title,Cranberry Apple Crisp
1.18.7,title,Cranberry Apple Crisp
1.19.7,title,Cranberry-Ginger Oatmeal With Toasted Hazelnuts
1.20.7,title,Cranberry-Ginger Oatmeal With Toasted Hazelnuts
1.21.7,title,Cranberry-Ginger Oatmeal With Toasted Hazelnuts
1.22.7,title,Cranberry-Ginger Oatmeal With Toasted Hazelnuts
1.23.7,title,Cranberry-Ginger Oatmeal With Toasted Hazelnuts
1.24.7,title,Cranberry-Ginger Oatmeal With Toasted Hazelnuts
1.1.8,name,blueberry jam
1.2.8,name,cinnamon
1.3.8,name,oats
1.4.8,name,berries
1.5.8,name,plain greek yogurt
1.6.8,name,whole almonds
1.7.8,name,oats
1.8.8,name,cinnamon
1.9.8,name,raisins
1.10.8,name,apples
1.11.8,name,milk
1.12.8,name,muesli
1.13.8,name,skim vanilla yoghurt
1.14.8,name,apple
1.15.8,name,granny smith apples
1.16.8,name,unsalted butter
1.17.8,name,cranberries
1.18.8,name,oats
1.19.8,name,cinnamon stick
1.20.8,name,fresh ginger root
1.21.8,name,hazelnuts
1.22.8,name,nutmeg
1.23.8,name,cranberries
1.24.8,name,rolled oats
1.1.9,unit,tbsp
1.2.9,unit,teaspoon
1.3.9,unit,g
1.4.9,unit,cup
1.5.9,unit,cup
1.6.9,unit,
1.7.9,unit,cup
1.8.9,unit,tablespoons
1.9.9,unit,cup
1.10.9,unit,
1.11.9,unit,cup
1.12.9,unit,cup
1.13.9,unit,tablespoons
1.14.9,unit,
1.15.9,unit,cups
1.16.9,unit,Tbs
1.17.9,unit,cups
1.18.9,unit,cups
1.19.9,unit,
1.20.9,unit,inch
1.21.9,unit,cup
1.22.9,unit,teaspoon
1.23.9,unit,cup
1.24.9,unit,cup
1.1.10,amount,1.0
1.2.10,amount,1.0
1.3.10,amount,30.0
1.4.10,amount,1.0
1.5.10,amount,1.0
1.6.10,amount,10.0
1.7.10,amount,0.25
1.8.10,amount,1.5
1.9.10,amount,0.5
1.10.10,amount,4.0
1.11.10,amount,0.5
1.12.10,amount,0.5
1.13.10,amount,3.0
1.14.10,amount,1.0
1.15.10,amount,4.0
1.16.10,amount,4.0
1.17.10,amount,2.0
1.18.10,amount,1.5
1.19.10,amount,1.0
1.20.10,amount,1.0
1.21.10,amount,0.25
1.22.10,amount,0.25
1.23.10,amount,0.5
1.24.10,amount,0.5
