Index,Fields,Values
2.1.74.1,Popular_Title,Winix Replacement Filter S for C545 Air Purifier 1712-0096-00
2.1.75.1,Popular_Title,Tri-Dim Filter Corp TriDim Tri-Pleat Ultra HVAC Pleated Air Filter
2.1.76.1,Popular_Title,Airthereal Replacement True Hepa Filter for Pure Morning APH260 Air Purifier
2.1.77.1,Popular_Title,Filtrete Premium Allergen and Ultrafine Particles SIze True HEPA Air Purifier Filter FAPF
2.1.78.1,Popular_Title,Levoit LV-PUR131 Air Purifier Replacement Filter
2.1.79.1,Popular_Title,Honeywell POPUP Filter
2.1.80.1,Popular_Title,Hunter Fan Company Hunter H-hf400-vp Replacement Value Pack with HEPA EcoSilver Pre-Filter for HP400 Air Purifier Series
2.1.1.2,Popular_Price,$10.60
2.1.2.2,Popular_Price,$25.47
2.1.3.2,Popular_Price,$2.19
2.1.4.2,Popular_Price,$4.97
2.1.5.2,Popular_Price,$17.47
2.1.6.2,Popular_Price,$67.14
2.1.7.2,Popular_Price,$39.95
2.1.8.2,Popular_Price,$29.98
2.1.9.2,Popular_Price,$10.96
2.1.10.2,Popular_Price,$29.99
2.1.11.2,Popular_Price,$19.99
2.1.12.2,Popular_Price,$16.38
2.1.13.2,Popular_Price,$21.88
2.1.14.2,Popular_Price,$16.70
2.1.15.2,Popular_Price,$54.82
2.1.16.2,Popular_Price,$49.95
2.1.17.2,Popular_Price,$6.88
2.1.18.2,Popular_Price,$14.50
2.1.19.2,Popular_Price,$27.10
2.1.20.2,Popular_Price,$29.49
2.1.21.2,Popular_Price,$17.91
2.1.22.2,Popular_Price,$13.97
2.1.23.2,Popular_Price,$62.39
2.1.24.2,Popular_Price,$21.99
2.1.25.2,Popular_Price,$35.65
2.1.26.2,Popular_Price,$34.99
2.1.27.2,Popular_Price,$104.58
2.1.28.2,Popular_Price,$1.25
2.1.29.2,Popular_Price,$9.98
2.1.30.2,Popular_Price,$29.96
2.1.31.2,Popular_Price,$35.99
2.1.32.2,Popular_Price,$41.89
2.1.33.2,Popular_Price,$26.31
2.1.34.2,Popular_Price,$29.97
2.1.35.2,Popular_Price,$19.99
2.1.36.2,Popular_Price,$15.76
2.1.37.2,Popular_Price,$20.30
2.1.38.2,Popular_Price,$29.99
2.1.39.2,Popular_Price,$30.96
2.1.40.2,Popular_Price,$35.99
2.1.41.2,Popular_Price,$42.51
2.1.42.2,Popular_Price,$29.98
2.1.43.2,Popular_Price,$13.49
2.1.44.2,Popular_Price,$42.98
2.1.45.2,Popular_Price,$102.33
2.1.46.2,Popular_Price,$46.05
2.1.47.2,Popular_Price,$35.99
2.1.48.2,Popular_Price,$137.49
2.1.49.2,Popular_Price,$8.00
2.1.50.2,Popular_Price,$22.99
2.1.51.2,Popular_Price,$70.70
2.1.52.2,Popular_Price,$69.00
2.1.53.2,Popular_Price,$9.99
2.1.54.2,Popular_Price,$21.99
2.1.55.2,Popular_Price,$39.99
2.1.56.2,Popular_Price,$31.47
2.1.57.2,Popular_Price,$98.76
2.1.58.2,Popular_Price,$15.99
2.1.59.2,Popular_Price,$41.01
2.1.60.2,Popular_Price,$49.99
2.1.61.2,Popular_Price,$12.99
2.1.62.2,Popular_Price,$43.70
2.1.63.2,Popular_Price,$29.10
2.1.64.2,Popular_Price,$194.99
2.1.65.2,Popular_Price,$113.13
2.1.66.2,Popular_Price,$17.97
2.1.67.2,Popular_Price,$69.99
2.1.68.2,Popular_Price,$9.99
2.1.69.2,Popular_Price,$97.56
2.1.70.2,Popular_Price,$39.99
2.1.71.2,Popular_Price,$29.98
2.1.72.2,Popular_Price,$62.99
2.1.73.2,Popular_Price,$18.93
2.1.74.2,Popular_Price,$59.99
2.1.75.2,Popular_Price,$60.29
2.1.76.2,Popular_Price,$29.99
2.1.77.2,Popular_Price,$44.98
2.1.78.2,Popular_Price,$45.99
2.1.79.2,Popular_Price,$36.01
2.1.80.2,Popular_Price,$29.99
2.1.1.3,Popular_Rating,Rated 4.4 out of 5
2.1.2.3,Popular_Rating,Rated 4.6 out of 5
2.1.3.3,Popular_Rating,Rated 4.7 out of 5
2.1.4.3,Popular_Rating,Rated 4.3 out of 5
2.1.5.3,Popular_Rating,Rated 4.7 out of 5
2.1.6.3,Popular_Rating,Rated 4.8 out of 5
2.1.7.3,Popular_Rating,Rated 4.4 out of 5
2.1.8.3,Popular_Rating,Rated 4.5 out of 5
2.1.9.3,Popular_Rating,Rated 4.1 out of 5
2.1.10.3,Popular_Rating,Rated 5.0 out of 5
2.1.11.3,Popular_Rating,Rated 4.7 out of 5
2.1.12.3,Popular_Rating,Rated 4.7 out of 5
2.1.13.3,Popular_Rating,Rated 4.7 out of 5
2.1.14.3,Popular_Rating,Rated 4.6 out of 5
2.1.15.3,Popular_Rating,Rated 4.4 out of 5
2.1.16.3,Popular_Rating,Rated 4.0 out of 5
2.1.17.3,Popular_Rating,Rated 4.4 out of 5
2.1.18.3,Popular_Rating,Rated 4.8 out of 5
2.1.19.3,Popular_Rating,Rated 4.5 out of 5
2.1.20.3,Popular_Rating,Rated 4.7 out of 5
2.1.21.3,Popular_Rating,Rated 4.6 out of 5
2.1.22.3,Popular_Rating,Rated 4.4 out of 5
2.1.23.3,Popular_Rating,Rated 4.9 out of 5
2.1.24.3,Popular_Rating,Rated 4.0 out of 5
2.1.25.3,Popular_Rating,Rated 4.5 out of 5
2.1.26.3,Popular_Rating,Rated 4.7 out of 5
2.1.27.3,Popular_Rating,Rated 4.7 out of 5
2.1.28.3,Popular_Rating,Rated 3.4 out of 5
2.1.29.3,Popular_Rating,Rated 4.5 out of 5
2.1.30.3,Popular_Rating,Rated 4.7 out of 5
2.1.31.3,Popular_Rating,Rated 4.7 out of 5
2.1.32.3,Popular_Rating,Rated 4.9 out of 5
2.1.33.3,Popular_Rating,Rated 4.6 out of 5
2.1.34.3,Popular_Rating,Rated 4.7 out of 5
2.1.35.3,Popular_Rating,Rated 4.8 out of 5
2.1.36.3,Popular_Rating,Rated 4.6 out of 5
2.1.37.3,Popular_Rating,Rated 4.8 out of 5
2.1.38.3,Popular_Rating,Rated 3.9 out of 5
2.1.39.3,Popular_Rating,Rated 4.7 out of 5
2.1.40.3,Popular_Rating,Rated 4.7 out of 5
2.1.41.3,Popular_Rating,Rated 4.4 out of 5
2.1.42.3,Popular_Rating,Rated 4.7 out of 5
2.1.43.3,Popular_Rating,Rated 4.6 out of 5
2.1.44.3,Popular_Rating,Rated 4.8 out of 5
2.1.45.3,Popular_Rating,Rated 4.7 out of 5
2.1.46.3,Popular_Rating,Rated 4.8 out of 5
2.1.47.3,Popular_Rating,Rated 4.8 out of 5
2.1.48.3,Popular_Rating,Rated 4.6 out of 5
2.1.49.3,Popular_Rating,Rated 4.6 out of 5
2.1.50.3,Popular_Rating,Rated 4.8 out of 5
2.1.51.3,Popular_Rating,Rated 5.0 out of 5
2.1.52.3,Popular_Rating,Rated 4.7 out of 5
2.1.53.3,Popular_Rating,Rated 4.5 out of 5
2.1.54.3,Popular_Rating,Rated 4.9 out of 5
2.1.55.3,Popular_Rating,Rated 4.4 out of 5
2.1.56.3,Popular_Rating,Rated 4.7 out of 5
2.1.57.3,Popular_Rating,Rated 4.9 out of 5
2.1.58.3,Popular_Rating,Rated 4.1 out of 5
2.1.59.3,Popular_Rating,Rated 4.6 out of 5
2.1.60.3,Popular_Rating,Rated 4.6 out of 5
2.1.61.3,Popular_Rating,Rated 4.4 out of 5
2.1.62.3,Popular_Rating,Rated 4.4 out of 5
2.1.63.3,Popular_Rating,Rated 4.7 out of 5
2.1.64.3,Popular_Rating,Rated 4.8 out of 5
2.1.65.3,Popular_Rating,N/A
2.1.66.3,Popular_Rating,Rated 4.4 out of 5
2.1.67.3,Popular_Rating,Rated 4.7 out of 5
2.1.68.3,Popular_Rating,Rated 4.6 out of 5
2.1.69.3,Popular_Rating,Rated 4.9 out of 5
2.1.70.3,Popular_Rating,Rated 4.9 out of 5
2.1.71.3,Popular_Rating,Rated 4.5 out of 5
2.1.72.3,Popular_Rating,Rated 5.0 out of 5
2.1.73.3,Popular_Rating,N/A
2.1.74.3,Popular_Rating,Rated 3.7 out of 5
2.1.75.3,Popular_Rating,N/A
2.1.76.3,Popular_Rating,Rated 4.6 out of 5
2.1.77.3,Popular_Rating,Rated 4.6 out of 5
2.1.78.3,Popular_Rating,Rated 4.3 out of 5
2.1.79.3,Popular_Rating,Rated 4.8 out of 5
2.1.80.3,Popular_Rating,Rated 4.1 out of 5
2.1.1.4,Popular_ReviewCount,1k+
2.1.2.4,Popular_ReviewCount,63
2.1.3.4,Popular_ReviewCount,120
2.1.4.4,Popular_ReviewCount,680
2.1.5.4,Popular_ReviewCount,2k+
2.1.6.4,Popular_ReviewCount,296
2.1.7.4,Popular_ReviewCount,905
2.1.8.4,Popular_ReviewCount,4k+
2.1.9.4,Popular_ReviewCount,447
2.1.10.4,Popular_ReviewCount,1
2.1.11.4,Popular_ReviewCount,3k+
2.1.12.4,Popular_ReviewCount,356
2.1.13.4,Popular_ReviewCount,691
2.1.14.4,Popular_ReviewCount,185
2.1.15.4,Popular_ReviewCount,1k+
2.1.16.4,Popular_ReviewCount,65
2.1.17.4,Popular_ReviewCount,52
2.1.18.4,Popular_ReviewCount,95
2.1.19.4,Popular_ReviewCount,279
2.1.20.4,Popular_ReviewCount,444
2.1.21.4,Popular_ReviewCount,306
2.1.22.4,Popular_ReviewCount,1k+
2.1.23.4,Popular_ReviewCount,2k+
2.1.24.4,Popular_ReviewCount,1
2.1.25.4,Popular_ReviewCount,77
2.1.26.4,Popular_ReviewCount,3k+
2.1.27.4,Popular_ReviewCount,80
2.1.28.4,Popular_ReviewCount,16
2.1.29.4,Popular_ReviewCount,258
2.1.30.4,Popular_ReviewCount,242
2.1.31.4,Popular_ReviewCount,700
2.1.32.4,Popular_ReviewCount,102
2.1.33.4,Popular_ReviewCount,9k+
2.1.34.4,Popular_ReviewCount,170
2.1.35.4,Popular_ReviewCount,75
2.1.36.4,Popular_ReviewCount,180
2.1.37.4,Popular_ReviewCount,2k+
2.1.38.4,Popular_ReviewCount,15
2.1.39.4,Popular_ReviewCount,195
2.1.40.4,Popular_ReviewCount,1k+
2.1.41.4,Popular_ReviewCount,258
2.1.42.4,Popular_ReviewCount,36
2.1.43.4,Popular_ReviewCount,1k+
2.1.44.4,Popular_ReviewCount,1k+
2.1.45.4,Popular_ReviewCount,482
2.1.46.4,Popular_ReviewCount,4k+
2.1.47.4,Popular_ReviewCount,46
2.1.48.4,Popular_ReviewCount,7
2.1.49.4,Popular_ReviewCount,16
2.1.50.4,Popular_ReviewCount,45
2.1.51.4,Popular_ReviewCount,4
2.1.52.4,Popular_ReviewCount,653
2.1.53.4,Popular_ReviewCount,128
2.1.54.4,Popular_ReviewCount,112
2.1.55.4,Popular_ReviewCount,1k+
2.1.56.4,Popular_ReviewCount,44
2.1.57.4,Popular_ReviewCount,81
2.1.58.4,Popular_ReviewCount,832
2.1.59.4,Popular_ReviewCount,56
2.1.60.4,Popular_ReviewCount,69
2.1.61.4,Popular_ReviewCount,248
2.1.62.4,Popular_ReviewCount,727
2.1.63.4,Popular_ReviewCount,792
2.1.64.4,Popular_ReviewCount,111
2.1.65.4,Popular_ReviewCount,N/A
2.1.66.4,Popular_ReviewCount,6k+
2.1.67.4,Popular_ReviewCount,1k+
2.1.68.4,Popular_ReviewCount,25
2.1.69.4,Popular_ReviewCount,24
2.1.70.4,Popular_ReviewCount,18
2.1.71.4,Popular_ReviewCount,780
2.1.72.4,Popular_ReviewCount,19
2.1.73.4,Popular_ReviewCount,N/A
2.1.74.4,Popular_ReviewCount,3
2.1.75.4,Popular_ReviewCount,N/A
2.1.76.4,Popular_ReviewCount,103
2.1.77.4,Popular_ReviewCount,26
2.1.78.4,Popular_ReviewCount,37
2.1.79.4,Popular_ReviewCount,366
2.1.80.4,Popular_ReviewCount,17
2.1.1.5,Popular_Links,N/A
2.1.2.5,Popular_Links,N/A
2.1.3.5,Popular_Links,N/A
2.1.4.5,Popular_Links,N/A
2.1.5.5,Popular_Links,N/A
2.1.6.5,Popular_Links,N/A
2.1.7.5,Popular_Links,https://www.gadgetreview.com/honeywell-true-hepa-air-filter-review
2.1.8.5,Popular_Links,N/A
2.1.9.5,Popular_Links,N/A
2.1.10.5,Popular_Links,N/A
2.1.11.5,Popular_Links,https://homeinspectorsecrets.com/hvac/furnace-filters/best-air-conditioner-filter-for-allergies/
2.1.12.5,Popular_Links,N/A
2.1.13.5,Popular_Links,"https://appmyhome.com/filtrete-smart-air-filter-review/#:~:text=Once%20we%20set%20up,look%20at%20the%20app."
2.1.14.5,Popular_Links,N/A
2.1.15.5,Popular_Links,N/A
2.1.16.5,Popular_Links,https://homerdiy.com/best-washable-air-filter/
2.1.17.5,Popular_Links,N/A
2.1.18.5,Popular_Links,N/A
2.1.19.5,Popular_Links,N/A
2.1.20.5,Popular_Links,N/A
2.1.21.5,Popular_Links,"http://www.air-purifier-power.com/3mfiltreteultracleanfap02rsreview.html#:~:text=A%203-speed%20fan%20it,for%20the%20highest%20setting."
2.1.22.5,Popular_Links,"https://www.gadgetreview.com/fram-cf10134-cabin-air-filter-review#:~:text=Changing%20one%20is%20really,use%20of%20any%20tools."
2.1.23.5,Popular_Links,https://www.bestinedmonton.com/best-furnace-filters-edmonton/
2.1.24.5,Popular_Links,N/A
2.1.25.5,Popular_Links,N/A
2.1.26.5,Popular_Links,N/A
2.1.27.5,Popular_Links,N/A
2.1.28.5,Popular_Links,N/A
2.1.29.5,Popular_Links,N/A
2.1.30.5,Popular_Links,N/A
2.1.31.5,Popular_Links,N/A
2.1.32.5,Popular_Links,N/A
2.1.33.5,Popular_Links,https://theozonehole.com/best-air-conditioner-filter-for-allergies.htm
2.1.34.5,Popular_Links,https://www.interestingthings.com/reviews/best-hvac-filters/
2.1.35.5,Popular_Links,N/A
2.1.36.5,Popular_Links,"https://thereviewwire.com/febreze-air-purifier-review/#:~:text=The%20air%20purifier%20will,feel%20fresher%20and%20cleaner."
2.1.37.5,Popular_Links,N/A
2.1.38.5,Popular_Links,https://hvactrainingshop.com/best-washable-furnace-filters/
2.1.39.5,Popular_Links,N/A
2.1.40.5,Popular_Links,N/A
2.1.41.5,Popular_Links,N/A
2.1.42.5,Popular_Links,N/A
2.1.43.5,Popular_Links,N/A
2.1.44.5,Popular_Links,N/A
2.1.45.5,Popular_Links,N/A
2.1.46.5,Popular_Links,https://filterking.com/hvac-filters/best-filter-for-allergies
2.1.47.5,Popular_Links,https://www.airpurifierfirst.com/review/levoit-core-300/
2.1.48.5,Popular_Links,https://breathequality.com/veva-8000-elite-pro-review/
2.1.49.5,Popular_Links,https://dehumidifiercritic.com/best-air-purifier-for-vaping/
2.1.50.5,Popular_Links,N/A
2.1.51.5,Popular_Links,N/A
2.1.52.5,Popular_Links,N/A
2.1.53.5,Popular_Links,N/A
2.1.54.5,Popular_Links,N/A
2.1.55.5,Popular_Links,N/A
2.1.56.5,Popular_Links,N/A
2.1.57.5,Popular_Links,N/A
2.1.58.5,Popular_Links,N/A
2.1.59.5,Popular_Links,https://qualityhomeaircare.com/best-furnace-filters-for-allergies/
2.1.60.5,Popular_Links,N/A
2.1.61.5,Popular_Links,N/A
2.1.62.5,Popular_Links,https://homeinspectorsecrets.com/hvac/furnace-filters/best-air-conditioner-filter-for-allergies/
2.1.63.5,Popular_Links,N/A
2.1.64.5,Popular_Links,https://www.solidsmack.com/buying-guides/best-furnace-filters/
2.1.65.5,Popular_Links,https://www.airpurifierfirst.com/buying-guides/best-air-purifiers-with-washable-filter/
2.1.66.5,Popular_Links,N/A
2.1.67.5,Popular_Links,"https://www.airpurifierfirst.com/review/blueair-blue-pure-411/#:~:text=You%20can%20quickly%20move,in%20almost%20any%20environment."
2.1.68.5,Popular_Links,N/A
2.1.69.5,Popular_Links,N/A
2.1.70.5,Popular_Links,N/A
2.1.71.5,Popular_Links,N/A
2.1.72.5,Popular_Links,N/A
2.1.73.5,Popular_Links,N/A
2.1.74.5,Popular_Links,N/A
2.1.75.5,Popular_Links,N/A
2.1.76.5,Popular_Links,N/A
2.1.77.5,Popular_Links,N/A
2.1.78.5,Popular_Links,https://www.techwalls.com/levoit-lv-pur131-air-purifier-with-hepa-filter-review/
2.1.79.5,Popular_Links,N/A
2.1.80.5,Popular_Links,N/A
2.2.1.1,Sponsored_Title,N/A
2.2.1.2,Sponsored_Price,N/A
2.2.1.3,Sponsored_Rating,N/A
2.2.1.4,Sponsored_ReviewCount,N/A
2.2.1.5,Sponsored_Links,N/A
2.3.1.1,Organic_Title,Air Filters: Furnace & AC Filters at Ace Hardware
2.3.2.1,Organic_Title,"In Stock Near Me - Air Filters - Heating, Venting & Cooling - The Home Depot"
2.3.3.1,Organic_Title,Air Filters - The Home Depot
2.3.4.1,Organic_Title,A/C Air Filters & Furnace Filters - Lowe's
2.3.5.1,Organic_Title,Indiana Filter Supply
2.3.6.1,Organic_Title,Air Filters - Walmart.com
2.3.7.1,Organic_Title,Air Filters - Target
2.3.8.1,Organic_Title,Air Filtration Systems in Indianapolis - Broad Ripple Service Experts
2.3.9.1,Organic_Title,Air Filters - Advance Auto Parts
2.3.10.1,Organic_Title,Air Filters - CVS Pharmacy
2.3.1.2,Organic_Price,N/A
2.3.2.2,Organic_Price,N/A
