File Name,Title,Price,Rating,ReviewCount,Links,OpeningClosing,Address
2.json,Charlotte Tilbury Magic Away Concealer,$32.00,Rated 3.9 out of 5,1k+,https://www.byrdie.com/charlotte-tilbury-magic-away-concealer-review,,
2.json,Mac Pro Longwear Concealer Nw20 - Pack of 2,$28.00,Rated 4.5 out of 5,9k+,https://www.stylecraze.com/articles/concealer-use-and-top-10-in-india/,,
2.json,Laura Mercier Flawless Fusion Ultra-Longwear Concealer,$10.00,Rated 4.5 out of 5,6k+,N/A,,
2.json,PAT McGRATH LABS Sublime Perfection Concealer,$31.50,Rated 4.5 out of 5,1k+,http://www.survivorpeach.com/blogs/2020/7/28/yxmmgtar21cpn5lwmvsbgbg14aqwao,,
2.json,Giorgio Armani Luminous Silk Concealer,$38.00,Rated 4.5 out of 5,2k+,https://www.anniesnoms.com/2020/04/02/giorgio-armani-luminous-silk-concealer-review/,,
2.json,L'Oreal Paris Infallible Full Wear Concealer,$13.99,Rated 4.3 out of 5,3k+,https://www.stylecraze.com/articles/best-drugstore-concealer-for-bruises/,,
2.json,Kosas Revealer Super Creamy + Brightening Concealer,$28.00,Rated 4.3 out of 5,4k+,https://www.honestbrandreviews.com/reviews/kosas-cosmetics-review/,,
2.json,Estée Lauder Double Wear Stay-in-Place Flawless Wear Concealer,$30.00,Rated 4.5 out of 5,6k+,https://www.stylecraze.com/articles/best-drugstore-concealer-for-bruises/,,
2.json,Anastasia Beverly Hills Magic Touch Concealer,$29.00,Rated 4.6 out of 5,4k+,"https://www.independent.co.uk/extras/indybest/fashion-beauty/make-up/anastasia-beverly-hills-magic-touch-concealer-review-b1913650.html#:~:text=A%20little%20goes%20a,lightweight%2C%20versatile%2C%20and%20long-lasting.",,
2.json,e.l.f. 16hr Camo Concealer,$7.00,Rated 4.4 out of 5,9k+,https://reallyree.com/elf-16-hr-camo-concealer-review-swatches-18-shades/,,
2.json,ILIA True Skin Serum Concealer,$30.00,Rated 4.4 out of 5,5k+,https://thepurist.life/beauty/makeup/ilia-review-true-skin-serum-foundation-concealer-and-colorblock-lipstick/,,
2.json,Beauty Bakerie Instabake 3 in 1 Concealer,$20.00,Rated 4.6 out of 5,294,"https://thebitterlemon.com/2020/11/06/a-review-beauty-bakerie-insta-bake-concealer/#:~:text=Our%20full-coverage%20InstaBake%203-in-1,one%20of%20effortless%20beauty.",,
2.json,MAKE UP FOR EVER Ultra HD Concealer,$29.00,Rated 4.4 out of 5,6k+,https://www.reviewed.com/beauty/best-right-now/best-concealers,,
2.json,NARS Mini Radiant Creamy Concealer - Custard,$14.00,Rated 4.5 out of 5,9k+,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiT1vq85v73AhWwwsIEHSRQCFIYABACGgJwdg&ohost=www.google.com&cid=CAASJORoDPrxWlI-68U_qPgqug6isgQ0g1V3oraondYfEF_85zk2dw&sig=AOD64_0gnk2BejqKXG5ruXS4xnmEe4dwTA&ctype=46&q=&ved=2ahUKEwiAtPK85v73AhU9m44IHbjmCXkQzzkoAHoECAEQCA&adurl=,,
2.json,NARS Mini Radiant Creamy Concealer Custard 0.05 oz - mini/ 1.4 g,$14.00,Rated 4.5 out of 5,9k+,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiT1vq85v73AhWwwsIEHSRQCFIYABADGgJwdg&ohost=www.google.com&cid=CAASJORoDPrxWlI-68U_qPgqug6isgQ0g1V3oraondYfEF_85zk2dw&sig=AOD64_1KAZ-s6vQH9lKgZUHxVQoymXKRxg&ctype=46&q=&ved=2ahUKEwiAtPK85v73AhU9m44IHbjmCXkQzzkoAHoECAEQEA&adurl=,,
2.json,These 16 Best Concealers That Go Beyond Hiding Dark Circles - Byrdie,N/A,N/A,N/A,https://www.byrdie.com/best-concealers-4585002,,
2.json,"The 20 Best Concealers, According to Makeup Artists 2022 | SELF",N/A,N/A,N/A,https://www.self.com/story/best-concealers/amp,,
2.json,The Concealer That Hides Everything Yet Looks Like Bare Skin,N/A,N/A,N/A,https://thekit.ca/shopping/shopping-shopsmart-guide/best-concealer-award/,,
2.json,11 hydrating concealers makeup artists swear by for dry skin - TODAY,N/A,N/A,N/A,https://www.today.com/today/amp/tdna248416,,
2.json,Best Concealers in 2022 | Sephora,N/A,N/A,N/A,https://www.sephora.com/beauty/best-concealers,,
2.json,The 11 best concealers we've tested for covering dark circles and blemishes,N/A,N/A,N/A,https://www.insider.com/guides/beauty/best-concealer,,
2.json,"13 Best Concealers in 2022, According to Makeup Artists, DJs, and Beauty ...",N/A,N/A,N/A,https://www.vanityfair.com/style/photos/2022/05/best-concealers-pro-tip-expert-recommendations/amp,,
2.json,N/A,,N/A,N/A,,N/A,N/A
3.json,Estée Lauder Double Wear Stay-in-Place Makeup,$46.00,Rated 4.6 out of 5,9k+,https://www.stylecraze.com/articles/best-foundation-for-textured-skin/,,
3.json,Maybelline Fit Me Matte + Poreless Foundation,$12.98,Rated 4.4 out of 5,9k+,N/A,,
3.json,Fenty Beauty by Rihanna Pro Filt'r Soft Matte Longwear Foundation 440 - 32 ml,$38.00,Rated 4.3 out of 5,9k+,https://www.kryzuy.com/best-foundations-for-large-pores/,,
3.json,Charlotte Tilbury Airbrush Flawless Foundation,$44.00,Rated 4.0 out of 5,5k+,https://www.makeupalley.com/product/showreview.asp/ItemId=205544/Airbrush-Flawless-Longwear-Foundation/Charlotte-Tilbury/Liquid,,
3.json,Too Faced Born This Way Brulee Foundation,$40.00,Rated 4.3 out of 5,9k+,https://essiebutton.com/best-foundation-for-textured-skin/,,
3.json,NARS Natural Radiant Longwear Foundation,$49.00,Rated 4.2 out of 5,9k+,https://www.crystalcandymakeup.com/2018/01/nars-natural-radiant-longwear-foundation-review-swatches.html,,
3.json,Huda Beauty #FauxFilter Luminous Matte Liquid Foundation,$40.00,Rated 3.9 out of 5,2k+,https://www.byrdie.com/huda-fauxfilter-luminous-matte-review-5095232,,
3.json,M·A·C Studio Fix Fluid,$36.00,Rated 4.5 out of 5,9k+,https://www.stylecraze.com/articles/best-foundation-for-asian-skin-tone2/,,
3.json,Laura Mercier Flawless Fusion Ultra-Longwear Foundation,$49.00,Rated 4.4 out of 5,9k+,https://www.bestinsingapore.co/best-foundations-singapore/,,
3.json,L'oreal Infallible 24HR Fresh Wear Foundation,$15.99,Rated 4.3 out of 5,3k+,https://www.stylecraze.com/articles/best-non-comedogenic-foundation/,,
3.json,The Ordinary. Coverage Foundation,$8.00,Rated 4.1 out of 5,4k+,https://www.finder.com.au/foundation,,
3.json,NARS Soft Matte Complete Foundation,$40.00,Rated 4.2 out of 5,2k+,https://www.makeupalley.com/product/showreview.asp/ItemId=212221/Soft-Matte-Complete-Foundation/NARS-Cosmetics/Liquid-Foundation,,
3.json,UOMA Beauty Say What?! Foundation - Honey Honey - T2C,$31.95,Rated 4.1 out of 5,432,https://www.refinery29.com/en-us/uoma-beauty-foundation-review,,
3.json,Urban Decay All Nighter Liquid Foundation,$20.00,Rated 4.1 out of 5,9k+,https://www.stylecraze.com/articles/best-transfer-proof-foundations/,,
3.json,Lancôme Teint Idole Ultra Wear,$44.00,Rated 4.7 out of 5,9k+,https://www.stylecraze.com/articles/best-lancome-foundation/,,
3.json,Charlotte Tilbury Magic Foundation,$41.00,Rated 4.2 out of 5,977,http://beautyandthemuslimah.blogspot.com/2015/10/charlotte-tilbury-magic-foundation-in.html,,
3.json,Lancôme Teint Idole Ultra 24H,$35.25,Rated 4.5 out of 5,9k+,https://www.temptalia.com/product/lancome-teinte-idole-ultra-24h/,,
3.json,Bobbi Brown Skin Long-wear Weightless Foundation,$50.00,Rated 4.4 out of 5,5k+,https://freekaamaal.com/health-beauty-personal-care-offers/best-foundation-in-india,,
3.json,Estée Lauder Futurist Hydra Rescue Moisturizing Makeup,$48.00,Rated 4.2 out of 5,9k+,https://reallyree.com/estee-lauder-futurist-hydra-rescue-moisturizing-makeup-spf-45-review-swatches/,,
3.json,bareMinerals Original Foundation,$33.00,Rated 4.6 out of 5,9k+,https://themakeup.org/bare-minerals-original-vs-matte-foundation-review/,,
3.json,tarte face tape foundation,$40.00,Rated 4.2 out of 5,7k+,http://www.thedarlingdahlia.com/2019/03/05/tarte-face-tape-foundation-review-thoughts/,,
3.json,Oxygenetix Oxygenating Foundation,$52.80,Rated 4.6 out of 5,1k+,https://www.stylecraze.com/articles/best-foundations-for-acne-scars/,,
3.json,Bobbi Brown Intensive Serum Foundation SPF 40 - Golden,$72.00,Rated 4.3 out of 5,1k+,http://www.reflectionofsanity.com/2016/03/review-bobbi-brown-intensive-skin-serum.html,,
3.json,Kevyn Aucoin Balm Foundation Deep 14,$52.00,Rated 4.1 out of 5,176,https://www.byrdie.com/kevyn-aucoin-foundation-balm-review-4769953,,
3.json,"Mac Pro Longwear Nourishing Waterproof Foundation, NC30 - 0.85 oz tube",$38.00,Rated 4.1 out of 5,3k+,https://www.stylecraze.com/articles/best-mac-foundations/,,
3.json,Smashbox Studio Skin Full Coverage 24 Hour Foundation,$26.60,Rated 3.7 out of 5,4k+,https://www.beautypedia.com/products/studio-skin-full-coverage-24-hour-foundation/,,
3.json,Make Up for Ever HD Invisible Cover Foundation 175 Cafe,$62.71,Rated 4.4 out of 5,9k+,https://www.stylecraze.com/articles/best-transfer-proof-foundations/,,
3.json,Smashbox Studio Skin 15 Hour Wear Hydrating Foundation,$39.00,Rated 4.3 out of 5,9k+,https://freekaamaal.com/health-beauty-personal-care-offers/best-foundation-in-india,,
3.json,bareMinerals barePRO Performance Wear Powder Foundation,$19.34,Rated 4.3 out of 5,6k+,https://www.stylecraze.com/articles/best-satin-finish-foundations/,,
3.json,e.l.f. Flawless Finish Foundation,$6.00,Rated 4.2 out of 5,9k+,https://www.stylecraze.com/articles/best-satin-finish-foundations/,,
3.json,N/A,N/A,N/A,N/A,N/A,,
3.json,Best Full Coverage Foundations of 2022 | Sephora,N/A,N/A,N/A,https://www.sephora.com/beauty/best-full-coverage-foundation,,
3.json,10 of the Best Full-Coverage Foundations for a Flawless Complexion,N/A,N/A,N/A,https://www.usmagazine.com/shop-with-us/news/best-full-coverage-foundations/amp/,,
3.json,We tested 50 full-coverage foundations and found our top 15 favorites,N/A,N/A,N/A,https://nypost.com/article/best-full-coverage-foundations/amp/,,
3.json,"The Best Full-Coverage Foundations For Comfortable, Everyday Wear",Approx. $28 to $64,N/A,N/A,https://www.forbes.com/sites/forbes-personal-shopper/2022/04/04/best-full-coverage-foundation/?sh=23735cd232e6,,
3.json,Conceal Problem Areas With the Best Full-coverage Makeup Products,N/A,Rated 3.5 out of 5,N/A,https://www.byrdie.com/best-full-coverage-makeup-4165433,,
3.json,The Best Full-Coverage Drugstore Foundations a Makeup Artist Loves,N/A,N/A,N/A,https://www.byrdie.com/best-full-coverage-drugstore-foundations,,
3.json,The Best Stick Foundations That Makeup Artists Always Keep in Their Kits,N/A,N/A,N/A,https://www.allure.com/gallery/best-foundation-sticks,,
3.json,The 12 Very Best Foundations for Mature Skin - New York Magazine,N/A,N/A,N/A,https://nymag.com/strategist/amp/article/best-foundations-mature-skin.html,,
3.json,12 of the best full coverage foundations for all skin tones - Closer magazine,N/A,N/A,N/A,https://closeronline.co.uk/beauty/makeup/best-full-coverage-foundation/,,
3.json,N/A,,N/A,N/A,,N/A,N/A
4.json,Real Techniques Everyday Essentials 5-Piece Brush Set,$18.79,Rated 4.8 out of 5,8k+,https://www.finder.com.au/makeup,,
4.json,Morphe MUA Life Brush Collection,$81.76,Rated 4.8 out of 5,191,"https://coffeedoll.wordpress.com/2021/02/25/morphe-mua-life-brush-set-review/#:~:text=I%27ve%20been%20using%20them,very%20easy%20to%20use.",,
4.json,BH Cosmetics Signature Rose Gold 13 Piece Makeup Brush Set,$19.50,Rated 4.8 out of 5,1k+,https://our100.org/bh-cosmetics-brushes-review/,,
4.json,Morphe X Ariel Signature Look 12-piece Face & eye Brush set,$103.00,Rated 4.7 out of 5,87,"https://bridgettharrison.com/morphe-brushes-x-makeup-by-ariel-makeup-brushes-review/amp/#:~:text=The%20packaging%20alone%20was,as%20a%20brush%20case.",,
4.json,Sigma Essential Brush Kit,$160.00,Rated 4.8 out of 5,1k+,https://www.justbebexo.com/review-real-techniques-vs-sigma-bunny-collection-brush-kit/,,
4.json,Wet n Wild Brush,$3.49,Rated 4.6 out of 5,9k+,"https://www.glamupgirls.com/wet-n-wild-flat-top-brush-review.html#:~:text=Wet%20n%20Wild%20flat,doesn%27t%20leave%20any%20stains.",,
4.json,Real Techniques Powder Brush,$9.99,Rated 4.7 out of 5,9k+,https://fabbon.com/articles/makeup/ulta-best-sellers,,
4.json,IT Cosmetics Heavenly Luxe Complexion Perfection Brush #7,$36.75,Rated 4.6 out of 5,3k+,"https://nymag.com/strategist/article/it-cosmetic-heavenly-luxe-perfection-brush-review.html#:~:text=This%20does%20a%20truly,buffs%20away%20dark%20circles.",,
4.json,Hourglass No Brush,$39.00,Rated 4.7 out of 5,4k+,"https://www.mywomenstuff.com/2019/12/hourglass-vanish-seamless-finish-foundation-brush/#:~:text=The%20dense%20head%20allows,a%20smooth%2C%20even%20finish.",,
4.json,"Real Techniques Brushes, Eye Shade + Blend - 1 package",$7.67,Rated 4.7 out of 5,2k+,https://www.stylecraze.com/articles/best-eyeshadow-blending-brush-drugstore/,,
4.json,Morphe Eye Obsessed Brush Collection Brush Set,$29.00,Rated 4.2 out of 5,844,"https://vanityowl.com/morphe-eye-obsessed-brush-collection-review#:~:text=The%20Brushes%20feel%20sleek,are%20fit%20for%20purpose.",,
4.json,BS-MALL 14 Piece Set,$12.99,Rated 4.6 out of 5,105,https://www.stylecraze.com/articles/best-professional-makeup-brushes/,,
4.json,Sigma Beauty E34 Domed Utility Brush,$5.25,Rated 4.7 out of 5,1k+,https://www.stylecraze.com/articles/best-sigma-makeup-brushes/,,
4.json,e.l.f. Studio Ultimate Blending Brush,$7.00,Rated 4.7 out of 5,2k+,"https://makeupandbeauty.com/elf-ultimate-blending-brush-review/#:~:text=It%20fosters%20smooth%20makeup,fairly%20easy%20to%20wash.",,
4.json,e.l.f. Essential Professional Complete Brush Set,$12.00,Rated 4.3 out of 5,2k+,N/A,,
4.json,SEPHORA COLLECTION PRO Concealer Brush,$22.00,Rated 4.7 out of 5,1k+,https://www.stylecraze.com/articles/best-concealer-brushes/,,
4.json,Morphe Face The Beat Brush Collection,$28.00,Rated 4.3 out of 5,672,https://www.ulta.com/p/face-beat-5-piece-face-brush-collection-bag-pimprod2022847,,
4.json,Real Techniques Expert Face Brush,$7.59,Rated 4.6 out of 5,9k+,https://www.stylecraze.com/articles/best-concealer-brushes/,,
4.json,Sigma Basic Eyes Kit,$77.00,Rated 4.8 out of 5,516,"https://www.glamupgirls.com/sigma-beauty-basic-eyes-brush-kit-review.html#:~:text=They%20have%20soft%20bristles,2%20year%20of%20warranty.",,
4.json,MAC 217 Blending Brush,$28.00,Rated 4.7 out of 5,3k+,"https://floatingindreams.com/2019/04/05/mac-217-blending-brush/#:~:text=It%20just%20makes%20it,as%20you%20would%20like.",,
4.json,"Daubigny Foundation Makeup Brush Flat Top Kabuki Hexagon Face Blush Liquid Powder Foundation Brush for Blending Liquid, Cream or Flawless Powder Cosme",$13.52,Rated 4.6 out of 5,27,https://www.stylecraze.com/articles/best-kabuki-brush/,,
4.json,Real Techniques Eye Brushes - 8 eye brushes,$13.00,Rated 4.8 out of 5,287,N/A,,
4.json,Morphe x Ariel Signature Eyes 8-piece eye Brush set,$48.00,Rated 4.8 out of 5,44,N/A,,
4.json,"Real Techniques Makeup Brush Set with 2 Sponge Blenders for Eyeshadow, Foundation, Blush, and Concealer, Set of 6",$9.99,Rated 4.8 out of 5,139,https://www.imore.com/best-makeup-brushes,,
4.json,Sigma Beauty Brush Set,$35.00,Rated 4.7 out of 5,777,"https://www.mybeautyfavs.com/beauty/soft-blend-brush-set#:~:text=Sigma%20Beauty%20just%20launched,the%20face%20and%20eyes.",,
4.json,Real Techniques Setting Brush 1 stk hos Luxplus,$1.00,Rated 4.7 out of 5,7k+,https://www.stylecraze.com/articles/best-drugstore-makeup-brushes/,,
4.json,Lottie London Brush Set-No,$30.00,Rated 4.5 out of 5,20,"https://www.independent.co.uk/extras/indybest/fashion-beauty/make-up/best-make-up-brush-sets-b1979354.html#:~:text=The%20pale%20pink%20brushes,a%20truly%20seamless%20finish.",,
4.json,Hourglass Vanish Seamless Finish Concealer Brush,$39.00,Rated 4.7 out of 5,611,"http://www.lolassecretbeautyblog.com/2020/12/hourglass-vanish-seamless-finish.html#:~:text=There%20is%20no%20question,lost%20a%20single%20bristle.",,
4.json,"Real Techniques Brush Set, Artist Essentials",$8.00,Rated 4.8 out of 5,717,https://www.hannanicolas.com/2020/05/real-techniques-artist-essentials.html,,
4.json,Rare Beauty Liquid Touch Brush,$16.00,Rated 4.7 out of 5,1k+,N/A,,
4.json,Zoreya Makeup Brushes 15Pcs Makeup Brush Set Premium Synthetic Kabuki Brush Cosmetics Foundation Concealers Powder Blush Blending Face Eye Shadows,$21.71,Rated 5.0 out of 5,1,https://www.stylecraze.com/articles/best-vegan-makeup-brushes/,,
4.json,Real Techniques Blush Brush,$8.89,Rated 4.7 out of 5,9k+,https://www.stylecraze.com/articles/best-drugstore-makeup-brushes/,,
4.json,Flat Top Kabuki Foundation Brush By Keshima Premium Makeup Brush for Liquid Cream and Powder,$14.94,Rated 4.8 out of 5,28,https://www.finder.com.au/best-makeup-brushes,,
4.json,Morphe Rose Away Make-up Brush Travel set,$28.00,Rated 4.5 out of 5,27,N/A,,
4.json,EcoTools Retractable Kabuki Brush,$8.99,Rated 4.6 out of 5,4k+,https://www.stylecraze.com/articles/best-kabuki-brush/,,
4.json,Bestope Makeup Brushes 16 PCs Makeup Brush Set Premium Synthetic Foundation Brush Blending Face Powder Blush Concealers Eye Shadows Make Up Brushes,$50.33,Rated 4.4 out of 5,18,https://www.reviewed.com/beauty/best-right-now/best-makeup-brushes,,
4.json,Luxie Signature Rose Gold Set 12 Piece Brush,$125.00,Rated 4.8 out of 5,903,N/A,,
4.json,Ducare Makeup Brushes Duo End Foundation Powder Buffer and Contour Synthetic Cosmetic Tools 2Pcs,$23.64,Rated 5.0 out of 5,4,N/A,,
4.json,NYX Professional Makeup Can't Stop Won't Stop Foundation Brush,$15.00,Rated 4.8 out of 5,305,https://www.lapassionvoutee.com/best-drugstore-foundation-brushes/,,
4.json,Sigma Beauty E30,$4.25,Rated 4.7 out of 5,4k+,"https://www.insider.com/guides/beauty/best-eyeshadow-brushes#:~:text=The%20Sigma%20E30%20pencil,work%20a%20total%20breeze.",,
4.json,EcoTools Eye Enhancing Duo Set,$6.49,Rated 4.7 out of 5,5k+,"https://www.byrdie.com/best-eye-shadow-brushes#:~:text=But%20if%20you%27re%20looking,is%20a%20great%20option.",,
4.json,"Pro Brush, Fan",$17.00,Rated 4.6 out of 5,1k+,"https://fromsandyxo.com/2020/04/04/kevyn-aucoin-unforgettable-lipstick-review/#:~:text=In%20addition%2C%20the%20pigmentation,%28especially%20the%20brighter%20shades%29.",,
4.json,G2PLUS Disposable Eyelash Mascara Brushes Wands Applicator Makeup Kits 100 Pack,$5.70,Rated 4.0 out of 5,2,N/A,,
4.json,Shiseido Cosmetic Brush,$25.00,Rated 4.7 out of 5,498,https://www.youtube.com/watch?v=jQmbTxIDMIk,,
4.json,e.l.f. Selfie Ready Foundation Brush,$7.00,Rated 4.6 out of 5,1k+,https://www.stylecraze.com/articles/best-foundation-brush/,,
4.json,Anastasia Beverly Hills Duo Brush #12,$10.00,Rated 4.7 out of 5,9k+,https://www.makeupalley.com/product/showreview.asp/ItemId=10828/Dual-Angled-Firm-Ended-Brush-No.12/Anastasia-Beverly-Hills/Makeup-Brushes,,
4.json,Real Techniques Brightening Concealer Brush,$6.99,Rated 4.5 out of 5,169,N/A,,
4.json,BH Cosmetics Marble Luxe,$42.00,Rated 4.8 out of 5,1k+,N/A,,
4.json,e.l.f Complexion Duo Brush,$8.00,Rated 4.4 out of 5,166,N/A,,
4.json,Anastasia Beverly Hills Mini Duo  #7 Angled/Spooley Brush,$10.00,Rated 4.8 out of 5,3k+,https://onestoplashes.com/best-eyebrow-brush-comb/,,
4.json,e.l.f. Studio Blush Brush,$4.00,Rated 4.5 out of 5,4k+,https://makeupandbeauty.com/elf-studio-blush-brush-review/,,
4.json,Bs-mall Makeup Brush Set Premium Synthetic Foundation,$9.17,Rated 4.5 out of 5,30,"https://www.dontwasteyourmoney.com/products/bs-mall-premium-synthetic-makeup-brushes/#:~:text=The%20BS-Mall%20Makeup%20Brushes%2C,makeup%20a%20comfortable%20one.",,
4.json,e.l.f. Studio Kabuki Face Brush,$6.00,Rated 4.6 out of 5,2k+,https://beautymag.com/best-kabuki-brushes/,,
4.json,BH Cosmetics Crystal Quartz 12 Piece Brush Set,$29.00,Rated 4.7 out of 5,2k+,http://www.beaumiroir.com/2018/02/my-first-experience-with-bh-cosmetics.html,,
4.json,Tom Ford Cream Foundation Brush,$73.00,Rated 4.6 out of 5,9k+,"https://www.thefabzilla.com/2014/01/tom-ford-03-casablanca-review-swatch.html#:~:text=It%20is%20opaque%20in,commendable%20five-hour%20wear%20time.",,
4.json,e.l.f. Flawless Concealer Brush,$4.00,Rated 4.5 out of 5,1k+,https://fabbon.com/articles/makeup/best-affordable-makeup-brushes-under-dollar-10,,
4.json,Urban Decay UD Pro Essential Brush Stash,$18.00,Rated 4.6 out of 5,6k+,"https://www.musingsofamuse.com/2016/11/urban-decay-finger-brush-review.html#:~:text=The%20shorter%20bristles%20pick,for%20an%20airbrushed%20finish.",,
4.json,IT Cosmetics Heavenly Luxe Flat Top Buffing Foundation Brush #10,$18.00,Rated 4.7 out of 5,3k+,https://makeupanalysis.com/best-foundation-brush-for-full-coverage/,,
4.json,e.l.f. Flawless Face Brush,$6.00,Rated 4.6 out of 5,604,https://www.stylecraze.com/articles/best-foundation-brush/,,
4.json,Real Techniques Mini Multitask Brush 1 stk hos Luxplus,$5.99,Rated 4.8 out of 5,1k+,N/A,,
4.json,M·A·C 170 Synthetic Rounded Slant Brush,$38.00,Rated 4.6 out of 5,929,"https://lilyvic.wordpress.com/2019/01/16/review-mac-170-synthetic-rounded-brush/#:~:text=It%20can%20achieve%20full,that%27s%20what%20you%20want.",,
4.json,Surratt Beauty Artistique Brush,$250.00,Rated 4.6 out of 5,40,"https://stashmatters.com/2018/02/20/surratt-artistique-cheek-brush-review-and-comparison/#:~:text=I%20also%20find%20that,meld%20with%20skin%20texture.",,
4.json,"Real Techniques Brush Set, Sculpting - 1 set",$18.26,Rated 4.6 out of 5,3k+,https://beautymag.com/best-bronzer-brushes/,,
4.json,It Brushes for ULTA Airbrush Blurring Foundation Brush #101,$24.50,Rated 4.7 out of 5,1k+,https://beautymag.com/best-kabuki-brushes/,,
4.json,RMS Beauty Skin2skin Foundation Brush,$30.99,Rated 4.6 out of 5,492,N/A,,
4.json,EcoTools Full Powder Brush,$6.00,Rated 4.6 out of 5,4k+,https://beautymag.com/best-foundation-brushes/,,
4.json,e.l.f. Flawless Face 6 Piece Brush Collection,$15.00,Rated 4.6 out of 5,512,N/A,,
